hours_studied,attendance_pct,previous_score,assignments_completed,sleep_hours,internet_usage,extracurricular_activity,family_support,score
5.9,87.2,66.4,6,8.5,3.7,medium,low,86.5
5.5,85.4,61.1,0,8.9,1.7,medium,high,71.7
2.4,77.0,68.8,9,7.3,2.8,high,high,89.4
4.7,92.8,89.6,6,5.8,5.1,low,low,100.0
8.3,93.4,100.0,10,6.5,0.9,medium,high,100.0
2.6,100.0,81.2,10,5.2,5.9,medium,medium,89.1
5.5,96.1,86.3,11,5.2,2.0,high,high,100.0
4.0,83.2,95.7,12,7.3,3.3,medium,medium,100.0
6.3,80.0,73.7,11,7.6,4.9,low,medium,100.0
5.0,77.1,93.6,12,9.4,5.4,medium,medium,100.0
9.7,99.8,81.9,11,6.9,3.7,high,medium,100.0
7.3,81.8,72.2,12,5.4,2.0,high,medium,99.9
2.7,99.8,75.3,8,6.9,1.8,low,medium,98.4
7.7,92.2,42.7,5,6.7,2.1,low,high,93.8
4.1,90.6,74.4,12,6.4,5.8,medium,medium,95.0
4.6,85.5,46.8,8,7.4,2.4,medium,high,69.4
6.8,93.3,45.6,11,5.5,3.5,low,medium,92.8
4.8,87.9,72.9,7,7.2,1.4,low,low,82.4
8.2,85.0,53.3,10,7.8,1.3,low,low,91.8
4.1,93.6,69.9,2,8.7,3.0,low,high,81.2
4.5,86.8,72.1,7,7.4,2.5,low,high,93.8
4.4,81.6,72.7,8,8.3,2.6,high,medium,88.6
4.6,92.8,56.4,9,6.5,0.8,medium,high,92.5
8.7,87.5,83.5,11,6.6,2.9,low,low,100.0
7.6,91.9,68.7,5,8.6,5.3,medium,low,80.3
10.3,84.4,76.6,10,5.4,1.7,medium,low,100.0
11.7,78.3,52.1,11,6.5,4.3,medium,medium,100.0
3.4,100.0,67.3,12,8.4,0.0,high,medium,95.3
6.2,100.0,86.5,10,6.7,1.8,low,low,100.0
3.1,95.1,84.6,7,6.7,0.1,high,low,94.6
4.1,84.9,58.0,5,6.7,4.9,low,medium,77.4
4.4,85.6,61.8,12,7.1,4.3,medium,low,97.5
3.4,99.1,55.2,10,8.3,1.4,high,medium,95.8
3.4,85.2,60.2,8,8.1,3.4,medium,medium,78.0
5.6,82.9,49.0,4,7.0,4.8,low,low,55.8
3.0,100.0,67.9,6,8.3,5.0,low,low,84.9
8.1,87.6,79.5,10,7.4,2.4,low,medium,100.0
3.7,100.0,58.2,9,8.0,0.0,low,high,91.1
13.0,76.8,68.6,3,5.8,1.7,low,medium,100.0
4.9,92.1,66.7,10,9.1,4.1,low,medium,90.7
6.2,100.0,85.8,4,7.3,6.1,medium,high,98.1
2.8,88.2,60.8,11,4.0,2.9,low,high,83.0
10.3,85.9,61.4,9,9.0,2.1,medium,medium,100.0
8.8,78.7,57.3,7,7.0,6.6,medium,high,88.7
6.7,96.7,52.9,10,6.5,3.6,low,medium,100.0
2.6,81.8,77.9,9,6.3,1.2,medium,medium,86.3
6.5,87.2,68.0,11,7.5,2.8,medium,medium,100.0
3.2,78.1,70.8,8,5.9,4.5,medium,medium,82.2
9.7,100.0,89.1,8,6.3,2.9,medium,high,100.0
8.0,97.2,90.0,7,6.3,4.2,medium,low,100.0
6.2,87.7,45.3,9,6.6,0.6,medium,medium,85.1
0.0,78.8,79.7,12,6.4,0.8,medium,low,88.5
3.5,100.0,73.4,7,8.0,1.9,high,medium,100.0
7.7,85.1,63.1,10,7.3,2.6,high,medium,100.0
9.0,79.2,74.9,6,7.5,3.5,low,medium,91.8
8.8,73.9,44.1,3,7.7,4.0,medium,high,80.6
2.0,82.8,91.9,9,6.9,6.7,high,low,89.1
6.8,76.4,77.7,9,5.8,1.9,medium,low,96.4
8.5,83.0,57.0,8,9.2,2.5,medium,medium,92.0
1.9,94.0,61.2,4,8.1,1.9,low,medium,78.2
6.0,85.0,44.5,9,8.9,4.6,low,low,74.0
6.7,90.8,65.3,9,8.2,4.7,medium,medium,91.9
5.2,82.2,62.8,6,6.4,2.3,high,low,79.1
1.4,88.5,50.1,5,4.2,6.1,low,medium,64.5
5.2,100.0,81.7,7,5.5,1.9,high,high,93.8
5.2,85.2,89.2,10,7.8,4.5,medium,medium,98.9
5.6,91.1,69.6,9,6.9,5.2,medium,medium,100.0
4.6,75.5,65.4,6,6.5,1.0,high,medium,88.8
4.9,100.0,76.5,8,4.0,3.9,low,high,82.3
5.9,84.2,69.7,10,7.0,0.0,low,high,95.8
7.1,96.4,53.8,5,5.7,4.2,low,medium,93.7
5.2,87.0,60.2,8,6.1,1.3,low,medium,90.0
5.0,92.9,65.6,11,8.0,3.9,low,medium,100.0
6.2,93.4,73.7,5,5.8,4.1,medium,low,92.9
1.2,84.4,70.1,11,5.9,4.7,high,medium,83.3
7.2,96.7,73.2,12,7.2,4.3,low,medium,100.0
6.0,81.9,47.1,7,8.0,3.1,medium,medium,87.2
6.1,94.2,80.0,7,6.5,2.4,medium,medium,100.0
8.4,84.9,70.1,11,8.8,2.9,medium,medium,100.0
1.1,90.8,100.0,8,5.5,1.3,high,high,97.3
1.1,84.3,64.2,2,5.3,2.7,low,high,60.3
6.7,88.4,74.9,8,5.2,2.6,low,medium,99.5
6.0,79.4,100.0,9,5.0,1.8,high,medium,98.5
6.4,90.0,72.9,10,7.4,0.4,low,medium,96.4
4.8,88.4,69.0,6,5.8,1.1,medium,medium,90.7
7.7,83.7,55.2,7,5.3,0.0,low,medium,90.0
8.3,87.6,92.9,10,7.5,2.5,medium,low,100.0
7.2,89.1,52.6,8,8.0,3.5,medium,high,84.2
5.3,83.1,76.4,4,8.3,0.0,medium,medium,88.2
0.7,87.0,62.9,11,8.1,3.4,low,low,79.5
7.9,80.0,67.2,7,5.9,2.8,high,medium,99.4
9.1,100.0,48.6,11,7.3,1.2,high,high,100.0
7.6,96.5,90.1,5,7.6,2.4,medium,medium,93.1
3.8,90.2,65.8,8,6.4,4.6,high,medium,81.4
7.7,97.4,51.8,9,7.2,1.5,high,medium,97.3
8.2,72.2,88.8,8,5.5,3.1,medium,medium,100.0
9.9,67.5,62.4,5,6.2,3.5,medium,medium,82.3
3.8,84.8,75.0,2,7.4,1.8,high,high,78.9
5.4,77.0,82.6,12,8.8,4.5,high,medium,100.0
7.9,86.1,77.1,9,8.4,3.6,medium,medium,100.0
6.1,89.6,37.1,11,7.8,2.6,low,low,88.4
3.2,95.4,80.4,10,7.1,6.5,low,medium,96.8
7.0,78.9,68.5,9,6.9,4.5,medium,high,95.8
7.4,91.2,65.1,7,5.3,0.5,high,low,97.9
6.2,88.1,68.4,9,6.0,2.4,low,high,95.9
6.5,90.8,45.8,12,6.0,6.7,high,low,99.7
5.4,83.8,72.9,8,7.7,1.5,low,high,100.0
9.7,99.1,49.5,12,8.1,3.1,medium,medium,100.0
3.7,87.2,65.7,4,7.9,4.8,high,high,82.2
4.5,100.0,72.3,4,8.4,4.0,high,medium,89.1
6.0,81.7,86.1,10,7.1,4.2,medium,medium,95.2
8.2,93.9,57.7,6,5.8,4.1,high,low,92.2
2.3,87.5,91.8,12,6.9,3.0,high,medium,100.0
2.7,85.4,84.2,11,6.1,1.8,high,high,93.7
0.9,93.1,63.6,12,7.8,3.7,high,low,100.0
6.1,85.6,53.4,10,6.6,2.4,low,high,96.6
3.2,66.7,48.3,6,6.9,2.3,low,medium,62.6
5.0,63.5,74.1,4,7.8,5.2,low,medium,91.1
7.7,98.2,58.9,12,6.1,2.4,low,medium,100.0
4.4,97.8,88.0,4,8.2,5.6,low,low,97.2
6.6,100.0,59.8,12,5.4,3.4,low,medium,100.0
5.3,87.9,56.5,10,7.4,2.8,low,high,90.0
7.7,77.7,73.5,8,6.9,0.3,medium,low,93.4
7.2,84.6,59.7,9,8.0,6.2,low,medium,100.0
4.3,88.1,70.1,9,5.4,3.0,low,low,94.1
5.6,79.9,84.8,7,5.2,0.0,low,medium,93.3
8.6,100.0,71.8,12,7.9,4.5,low,medium,100.0
7.0,100.0,71.8,11,6.5,2.9,medium,high,100.0
2.5,91.8,73.1,8,6.9,1.6,high,medium,84.2
7.6,87.9,44.6,7,6.2,4.4,medium,low,86.8
3.3,77.6,75.9,11,8.1,0.0,medium,low,89.2
9.5,100.0,72.4,3,7.4,1.9,high,medium,97.4
8.6,88.6,83.4,9,7.3,2.6,medium,medium,100.0
6.7,85.7,79.1,10,5.6,4.3,low,high,100.0
6.4,91.8,67.0,6,7.6,6.4,low,low,79.2
5.5,83.3,85.5,10,5.8,2.6,medium,high,100.0
7.7,89.2,65.6,8,6.2,3.7,medium,medium,99.4
5.1,76.5,73.7,7,5.4,7.1,high,high,90.3
6.6,96.7,65.3,10,6.8,3.0,low,high,100.0
8.2,87.2,76.9,5,8.3,3.7,high,high,100.0
4.6,97.3,64.4,10,7.3,1.1,medium,medium,94.4
4.5,86.4,94.7,3,6.5,5.9,high,medium,89.8
3.0,86.9,100.0,9,7.1,1.9,medium,low,99.6
3.3,78.3,83.1,8,7.1,3.4,low,low,98.7
1.4,94.1,93.1,7,7.1,3.4,low,medium,82.3
7.8,81.0,46.9,9,7.2,3.1,low,high,94.8
10.5,84.1,48.7,8,5.8,2.3,low,medium,93.5
9.6,88.0,65.2,11,7.1,3.4,high,medium,100.0
1.9,89.0,70.6,9,4.9,5.6,low,low,74.3
7.8,74.4,67.0,9,7.7,6.4,low,medium,86.1
9.6,86.2,45.4,9,5.7,2.7,low,low,93.1
4.9,94.4,87.3,7,8.4,2.3,medium,low,90.8
6.3,85.0,100.0,7,4.1,1.8,low,low,100.0
1.0,86.2,89.2,9,9.0,7.0,low,high,88.2
6.7,89.3,86.3,8,5.0,3.2,high,medium,100.0
3.3,87.0,73.4,11,5.6,4.7,low,high,91.5
6.5,79.8,57.4,8,7.4,4.0,high,medium,88.2
2.1,87.7,71.1,9,7.7,6.3,low,medium,82.1
7.4,96.0,100.0,4,6.7,2.6,medium,high,100.0
8.6,79.6,64.7,10,8.1,1.3,medium,high,100.0
4.0,85.0,63.2,7,6.0,5.8,low,low,78.1
3.2,76.9,86.6,5,6.5,4.4,medium,low,87.5
0.6,95.5,87.6,12,6.6,3.7,low,low,95.9
5.3,87.3,57.3,10,6.4,5.3,low,medium,82.3
4.5,81.2,66.1,10,4.7,3.8,high,low,93.0
2.1,88.7,62.5,9,7.0,5.4,high,medium,85.4
7.1,78.4,71.0,8,6.9,3.4,low,medium,78.5
4.9,79.7,86.6,7,8.3,4.4,medium,high,96.3
3.3,76.3,57.9,10,5.5,3.8,low,high,73.5
4.6,79.5,86.3,11,6.2,2.5,low,medium,92.4
8.7,98.9,71.5,8,8.4,2.7,low,medium,100.0
7.5,82.1,100.0,12,7.4,2.4,medium,low,100.0
5.7,91.7,74.8,8,7.7,3.4,medium,low,90.3
7.5,81.3,68.5,5,7.5,2.3,medium,medium,93.4
3.1,94.1,78.6,4,7.5,3.7,high,high,88.7
6.1,79.8,64.9,4,9.2,3.6,medium,low,80.3
6.4,88.3,43.1,7,7.1,3.3,low,medium,82.9
4.8,88.4,66.4,7,5.8,3.3,low,high,97.0
7.1,100.0,66.2,10,7.8,2.2,medium,medium,91.5
4.0,93.0,46.1,8,6.3,2.6,low,high,90.5
7.3,83.3,68.9,10,6.9,0.5,low,high,98.1
7.4,93.5,39.0,8,7.4,2.8,low,low,81.1
0.0,100.0,64.8,8,6.0,1.5,medium,medium,78.6
9.0,75.0,73.7,7,6.4,3.1,medium,low,89.6
0.0,81.3,71.5,12,7.6,1.9,medium,medium,80.4
4.5,86.1,63.8,4,6.3,0.0,medium,high,87.3
8.6,84.7,68.7,9,8.2,6.4,high,low,100.0
5.2,85.3,58.2,8,5.8,2.7,high,high,78.3
2.3,77.6,70.2,10,5.8,5.2,low,high,90.9
3.3,99.2,70.9,8,9.3,2.2,medium,medium,97.6
8.6,76.6,56.5,8,5.2,5.5,low,medium,81.3
1.2,86.4,74.0,7,7.0,1.3,high,medium,86.2
8.8,96.4,73.9,11,9.2,3.3,medium,medium,100.0
5.9,87.8,67.5,8,7.0,1.4,low,low,81.3
3.0,80.2,100.0,12,8.6,6.9,medium,low,100.0
4.5,77.2,67.9,9,7.8,2.6,medium,low,83.8
3.5,86.2,65.8,8,7.0,4.2,high,medium,92.2
8.2,81.9,63.7,8,6.8,3.7,low,low,87.0
7.8,89.6,55.4,9,4.5,3.0,low,medium,100.0
1.7,76.8,80.3,7,6.6,3.8,high,medium,82.6
5.0,94.5,59.7,8,7.3,5.0,medium,low,86.0
3.8,88.9,61.5,8,7.3,4.0,low,medium,81.9
9.2,89.5,61.9,9,10.0,3.2,medium,low,100.0
2.6,99.5,55.2,9,7.3,3.8,medium,low,80.3
10.0,84.5,43.7,9,7.8,5.9,low,low,100.0
5.9,82.2,63.1,8,8.4,2.4,low,low,90.8
3.1,83.6,83.1,12,7.6,0.2,low,medium,91.2
4.3,86.5,73.0,9,6.9,1.4,low,low,91.1
4.0,87.3,93.4,12,6.9,1.5,low,medium,100.0
2.8,81.4,81.3,8,6.6,1.7,low,medium,80.3
6.2,71.8,77.9,10,7.5,1.7,medium,medium,99.7
2.9,83.5,98.2,6,6.8,3.0,medium,medium,97.1
0.5,90.9,68.5,12,7.7,3.4,medium,high,98.6
5.1,89.1,70.9,6,5.8,3.4,low,high,96.5
1.5,97.6,69.8,9,7.2,1.9,medium,medium,100.0
4.1,100.0,93.2,7,8.9,4.5,low,medium,100.0
3.7,94.1,70.0,9,6.7,3.8,high,low,96.9
3.8,99.1,60.3,7,9.2,5.4,low,medium,85.8
11.0,94.1,78.8,6,7.2,4.3,high,medium,100.0
6.1,100.0,57.8,7,6.9,2.5,medium,high,89.7
6.6,100.0,78.0,12,7.1,5.0,high,high,100.0
1.6,95.6,76.2,9,6.6,3.4,high,low,100.0
4.4,93.7,67.2,5,4.6,4.2,high,high,82.3
6.5,86.4,78.5,11,8.1,4.1,medium,high,100.0
3.4,87.7,47.7,6,9.6,2.8,low,medium,79.9
8.3,85.3,72.4,10,7.6,3.2,medium,high,100.0
3.0,93.0,63.1,9,7.6,2.8,low,medium,88.2
5.3,82.2,100.0,10,6.8,1.7,low,medium,100.0
4.5,86.5,72.3,12,8.4,0.0,high,high,100.0
6.4,69.2,61.1,6,7.0,2.0,medium,low,90.0
4.4,100.0,49.3,10,7.3,3.3,low,medium,92.5
5.3,86.2,89.6,11,5.1,4.6,high,high,100.0
5.4,91.6,64.7,6,6.4,4.2,low,high,94.5
4.2,99.7,58.1,6,7.4,2.6,high,low,75.8
7.2,90.4,75.0,7,8.1,2.0,medium,medium,98.5
6.6,99.6,79.7,9,8.1,2.7,low,low,100.0
5.8,78.1,79.5,4,5.1,1.5,low,high,91.7
4.9,100.0,70.3,9,5.2,0.0,high,medium,100.0
8.0,96.7,72.4,4,7.7,0.7,low,medium,97.9
5.4,89.7,73.5,11,6.1,5.1,high,high,100.0
5.2,99.4,75.0,9,8.1,5.8,medium,medium,98.4
6.3,78.7,76.4,12,5.0,4.1,low,medium,100.0
10.2,85.7,86.4,10,6.9,2.9,medium,medium,100.0
2.6,99.6,70.8,7,7.0,0.9,medium,medium,86.2
7.9,73.1,57.7,6,7.6,2.8,low,medium,92.1
1.3,92.5,67.8,9,5.8,3.9,medium,high,93.0
6.5,92.3,81.3,8,4.6,4.2,low,low,91.3
9.9,100.0,43.2,11,7.2,4.0,low,medium,94.3
7.2,75.3,43.3,6,7.6,4.8,high,medium,81.4
6.4,100.0,83.8,12,8.2,5.9,medium,low,100.0
4.6,83.5,92.8,11,6.6,2.4,medium,high,100.0
6.1,84.4,51.0,7,7.9,7.2,medium,medium,80.6
5.4,78.2,71.5,12,7.6,0.0,medium,low,100.0
4.0,79.3,64.0,6,8.6,1.8,low,medium,86.1
5.3,91.2,66.1,9,6.9,3.3,high,medium,100.0
6.5,79.1,74.6,5,4.9,3.8,medium,medium,83.5
4.1,93.9,50.6,12,6.9,2.7,high,low,100.0
4.0,82.7,53.4,4,7.1,2.3,high,low,77.0
2.6,78.3,65.5,4,7.6,6.3,medium,low,70.3
7.0,83.8,67.8,6,5.2,2.2,medium,medium,89.8
7.4,90.7,53.1,11,6.6,1.5,low,medium,94.7
6.6,85.8,81.8,10,8.0,5.5,low,medium,100.0
8.4,88.3,63.7,8,6.9,4.3,medium,low,100.0
6.2,93.6,63.7,11,6.6,4.6,low,medium,96.6
7.0,96.7,74.2,8,9.3,3.3,low,medium,100.0
6.8,85.5,68.1,9,5.7,0.9,medium,high,100.0
5.8,79.6,82.6,12,8.5,3.1,low,medium,100.0
4.7,88.6,56.0,7,8.2,0.7,low,medium,78.6
11.5,91.8,49.0,6,6.7,3.4,medium,medium,97.6
4.9,76.3,65.4,9,7.0,4.0,low,medium,92.8
4.3,80.9,70.9,10,7.0,4.6,low,medium,85.6
7.1,82.2,51.4,8,7.2,2.9,low,low,78.9
6.6,86.3,49.2,11,6.3,4.1,medium,low,90.3
2.5,81.9,72.7,7,6.5,1.6,high,high,85.9
8.8,93.7,58.6,8,6.6,4.4,low,medium,97.7
5.8,75.2,48.2,9,6.6,4.0,medium,medium,80.9
3.2,75.4,84.5,9,6.6,1.8,low,medium,100.0
9.0,85.3,60.5,12,4.3,3.8,medium,low,98.8
7.6,86.6,87.2,9,7.1,4.6,low,medium,100.0
2.8,76.4,70.4,7,6.4,3.1,high,medium,87.1
10.4,83.1,74.4,9,4.8,1.8,medium,low,95.1
7.6,84.8,66.8,11,6.6,3.3,medium,high,100.0
6.0,84.9,30.2,10,6.5,3.8,low,low,82.6
10.0,89.2,52.9,10,8.5,1.8,high,medium,100.0
6.4,82.7,68.1,4,6.4,1.5,low,medium,91.3
5.9,99.8,75.5,2,7.8,3.8,medium,high,91.0
4.3,91.9,43.2,11,8.7,4.2,medium,high,97.0
7.5,81.5,69.2,9,6.2,6.2,medium,medium,87.0
7.2,88.8,53.2,8,6.9,4.0,high,medium,98.6
6.0,89.0,73.5,10,9.1,1.2,medium,high,100.0
4.0,97.7,69.7,12,7.3,6.1,medium,medium,100.0
6.3,83.2,81.2,12,7.4,4.6,low,low,98.7
5.8,94.1,86.0,10,6.5,0.0,low,high,100.0
2.7,88.3,76.9,6,7.8,1.5,medium,medium,84.8
2.3,99.9,82.9,6,7.0,2.3,medium,medium,84.3
7.4,98.3,64.7,2,4.8,4.3,medium,high,89.9
0.0,89.6,100.0,10,6.6,0.0,medium,high,100.0
6.5,85.9,51.7,11,5.6,2.8,medium,low,82.3
4.8,92.1,62.1,11,7.1,4.2,low,medium,98.5
9.3,86.6,83.5,10,5.9,0.0,low,medium,100.0
4.8,100.0,81.3,8,7.6,4.1,high,high,100.0
7.6,88.6,77.3,7,7.1,4.3,low,high,100.0
5.0,84.8,80.1,6,5.5,1.7,low,high,91.9
6.3,84.3,38.7,8,6.4,1.3,medium,low,80.2
7.8,78.3,93.8,6,7.7,1.7,low,low,92.7
4.8,92.5,66.9,12,8.4,0.0,medium,medium,100.0
8.5,81.4,88.7,5,5.9,2.5,medium,low,98.0
3.5,96.8,39.5,8,5.7,3.3,medium,low,78.9
6.7,77.7,73.8,3,9.3,1.2,high,medium,97.6
8.3,89.0,61.5,9,7.0,4.5,high,medium,90.0
7.7,97.2,78.6,8,7.1,3.2,medium,medium,100.0
10.8,70.8,74.8,7,6.1,3.4,high,high,100.0
4.1,100.0,75.5,6,7.3,2.4,low,low,95.1
2.6,84.6,54.1,8,9.1,4.1,low,high,77.7
3.5,89.1,69.1,7,7.3,4.9,medium,medium,92.4
7.7,92.6,67.3,8,8.3,2.4,medium,medium,94.1
7.2,93.8,77.4,12,7.0,4.1,low,medium,100.0
6.3,90.2,84.8,8,5.8,4.2,low,high,100.0
3.2,96.0,72.3,9,6.2,3.6,low,low,89.6
7.9,92.2,50.9,7,5.7,5.5,low,high,84.9
2.9,100.0,71.6,6,7.3,1.9,low,medium,85.1
8.9,92.2,100.0,8,8.5,2.4,high,medium,100.0
13.1,100.0,94.7,12,7.2,1.8,high,high,100.0
6.9,95.2,25.4,7,6.6,4.1,medium,medium,91.9
7.5,73.6,71.0,9,6.1,2.6,medium,medium,99.1
4.8,100.0,84.0,6,7.4,2.0,low,medium,98.3
1.5,83.4,67.3,1,5.5,5.5,medium,medium,69.0
4.5,100.0,63.1,6,5.6,5.7,medium,high,100.0
3.3,88.2,66.0,12,8.1,2.5,medium,high,100.0
2.4,96.5,78.3,9,6.7,0.9,low,high,96.4
10.3,82.5,52.8,12,6.6,5.8,high,high,100.0
6.7,93.0,87.8,7,6.8,3.7,high,medium,100.0
6.9,86.0,69.2,2,7.9,3.6,low,high,89.2
5.2,100.0,56.0,5,7.2,3.2,high,low,81.6
5.6,91.5,86.9,9,6.1,1.8,low,medium,98.5
8.4,95.5,46.8,9,6.2,2.4,high,medium,96.4
5.9,70.7,61.7,8,6.8,4.0,medium,medium,83.7
7.3,87.3,61.4,7,7.4,2.3,medium,medium,96.4
5.5,91.3,100.0,10,7.0,3.6,medium,high,100.0
5.1,89.8,59.7,7,6.9,3.0,medium,high,90.6
2.5,95.7,37.7,9,7.1,1.4,high,high,84.5
1.1,85.1,61.3,8,7.0,5.4,high,high,84.3
5.3,88.4,76.8,7,6.1,3.9,medium,high,73.1
6.1,97.4,81.8,6,8.3,3.5,high,medium,97.0
2.8,69.8,100.0,7,6.4,3.8,medium,medium,95.4
5.9,92.7,91.1,12,7.2,0.3,medium,high,100.0
6.1,85.3,72.8,11,4.5,2.3,low,medium,100.0
0.6,80.7,56.6,11,6.7,0.7,high,medium,86.7
3.7,90.7,94.4,6,5.7,3.2,medium,low,91.4
7.0,97.8,64.5,4,5.8,3.5,medium,medium,86.8
7.0,96.3,60.1,11,9.9,3.2,medium,medium,100.0
3.1,86.9,63.7,10,7.3,4.8,high,medium,91.9
6.4,95.0,51.2,8,8.5,0.8,low,high,97.9
8.6,94.9,63.0,7,8.0,1.8,low,low,83.2
7.9,87.3,66.5,4,8.2,3.6,low,low,85.1
5.8,82.5,81.0,10,6.8,3.4,low,high,96.5
4.8,82.9,64.2,11,8.9,1.0,low,low,78.4
4.4,94.7,51.0,6,8.0,4.8,medium,medium,80.5
7.2,87.7,45.9,6,7.0,5.3,low,high,76.8
6.5,79.6,73.1,11,7.3,3.6,high,medium,100.0
7.6,74.5,71.1,6,6.8,0.7,high,low,89.4
6.3,94.7,61.7,12,7.1,3.2,low,medium,100.0
8.0,83.6,63.0,8,6.9,3.5,medium,high,96.3
6.2,90.6,75.8,7,7.5,2.6,low,medium,86.5
8.0,97.9,90.9,8,9.1,5.0,medium,medium,100.0
8.2,77.5,58.3,7,5.6,2.8,medium,medium,100.0
4.0,87.6,71.3,11,8.4,6.2,medium,high,100.0
1.5,86.6,84.4,10,6.6,4.2,medium,low,95.5
9.9,91.0,58.4,11,8.5,3.4,medium,medium,100.0
6.6,97.9,69.8,8,6.6,4.4,medium,low,95.5
1.7,77.4,69.4,7,7.5,5.3,high,high,80.1
4.2,92.6,50.3,8,6.8,4.3,high,medium,87.6
7.9,96.3,72.5,7,4.9,2.9,medium,low,90.7
5.3,86.5,70.5,12,9.1,2.0,low,low,100.0
4.7,86.9,78.3,11,5.9,1.3,medium,high,97.1
9.5,91.3,52.2,8,7.1,0.0,high,low,87.4
3.4,90.8,70.1,6,5.7,3.3,medium,medium,79.8
4.0,92.7,90.7,12,5.4,2.4,medium,medium,100.0
6.5,92.5,100.0,8,6.8,2.5,low,high,100.0
7.0,80.1,89.2,8,6.3,4.5,medium,medium,80.5
7.2,95.9,52.3,12,5.6,2.8,medium,high,98.1
8.3,97.3,76.8,7,7.0,5.8,high,low,100.0
6.5,89.5,62.8,7,5.2,2.1,low,medium,88.0
7.2,76.0,74.3,7,7.2,1.5,low,low,95.7
5.4,87.1,58.4,5,6.8,1.1,low,medium,78.8
6.2,89.6,44.3,9,4.0,4.1,low,medium,84.7
6.3,78.8,64.8,6,6.4,4.7,medium,medium,87.0
6.5,85.1,80.8,7,7.6,2.1,low,high,95.0
7.9,76.7,74.3,6,5.7,1.4,medium,high,99.2
7.4,92.9,76.0,7,7.6,5.3,medium,medium,100.0
6.1,89.3,73.2,6,7.5,0.8,medium,medium,96.0
4.0,74.8,76.1,9,5.8,4.5,medium,medium,89.5
6.2,90.8,77.9,8,7.0,2.1,medium,high,96.0
5.9,87.5,65.9,8,8.0,3.6,medium,low,98.3
6.5,92.1,71.2,12,5.9,4.6,low,medium,100.0
11.5,84.9,96.1,8,6.8,3.7,medium,medium,100.0
4.7,81.6,72.1,10,8.4,2.6,medium,medium,100.0
7.1,81.8,70.6,10,6.0,5.1,low,medium,100.0
8.7,83.7,71.5,8,7.6,3.4,high,medium,100.0
6.2,88.2,66.7,9,5.7,8.5,medium,low,97.9
11.8,89.2,63.5,8,6.8,0.4,low,high,100.0
5.1,86.5,73.1,9,7.5,0.4,medium,low,88.2
6.8,84.6,62.4,7,4.1,4.5,low,medium,78.3
4.0,85.2,67.8,7,6.4,3.0,medium,medium,76.9
5.1,100.0,58.1,8,7.5,4.2,low,medium,100.0
6.6,81.8,71.6,3,7.3,1.4,low,medium,79.3
8.1,83.5,78.8,12,6.4,3.1,low,high,100.0
6.8,100.0,66.8,12,5.7,3.7,medium,medium,100.0
9.1,91.4,39.9,8,7.8,2.2,low,low,86.4
5.8,77.0,78.9,10,6.6,3.3,low,low,100.0
5.2,94.7,71.8,11,7.7,1.0,low,medium,99.5
12.8,80.7,55.1,5,7.5,3.6,low,medium,99.7
7.0,95.3,81.6,10,6.5,5.2,medium,high,100.0
4.2,86.3,49.0,7,8.3,1.1,low,medium,70.2
4.3,84.5,85.7,12,6.3,1.1,medium,medium,99.2
3.6,100.0,69.1,8,8.4,4.8,medium,high,90.9
8.3,92.5,36.0,10,8.6,1.0,low,high,91.8
5.1,95.8,72.7,8,8.3,4.3,medium,medium,87.3
6.3,91.5,63.9,12,6.8,3.1,medium,medium,100.0
5.8,84.4,61.6,7,10.0,2.4,medium,low,87.0
7.8,92.9,58.9,11,7.2,5.2,medium,medium,93.8
3.9,97.7,68.1,10,7.3,4.4,low,low,93.3
3.3,89.1,62.7,9,7.0,3.4,medium,medium,92.7
6.6,100.0,42.1,9,5.6,0.0,high,high,100.0
7.5,94.8,89.1,6,8.6,4.1,medium,medium,92.5
6.8,89.7,66.3,2,6.3,1.4,medium,low,76.5
4.0,90.0,59.0,11,8.1,2.7,medium,low,82.8
7.7,89.1,53.1,7,8.4,3.0,high,high,92.2
4.1,78.0,81.6,11,7.7,5.8,low,low,100.0
4.7,87.3,50.5,9,6.2,2.6,medium,medium,80.7
3.6,89.8,72.0,11,6.6,0.9,medium,high,95.6
9.3,84.7,61.2,10,4.0,5.2,medium,medium,95.1
7.6,90.7,62.1,2,6.9,4.1,medium,medium,94.3
7.5,88.2,53.4,10,8.0,4.1,medium,low,80.9
9.1,94.2,60.7,7,6.7,5.2,medium,medium,96.0
13.0,93.3,70.1,11,6.3,5.6,medium,low,100.0
1.7,89.3,73.5,9,6.6,1.7,low,medium,77.8
4.2,77.1,58.2,10,8.5,0.9,high,medium,95.9
4.5,100.0,68.6,7,6.9,4.3,low,high,83.4
3.9,86.9,83.3,6,9.2,2.6,low,medium,89.0
3.3,87.4,45.1,7,6.3,2.7,low,high,76.2
5.3,85.3,69.9,4,7.3,1.3,medium,medium,79.4
3.0,84.1,55.7,7,6.5,3.9,medium,high,69.0
6.8,100.0,54.2,4,9.5,3.6,medium,medium,88.9
6.1,99.1,73.9,4,7.2,2.8,medium,medium,89.1
7.2,91.6,61.8,8,9.6,0.9,low,medium,100.0
7.3,87.1,51.7,9,6.5,4.8,low,medium,95.3
7.5,93.0,89.9,8,8.8,3.4,high,high,100.0
5.1,88.6,83.8,7,7.1,4.7,medium,high,99.1
11.3,86.5,41.0,6,8.0,0.0,high,low,96.4
6.6,90.7,47.9,7,5.5,3.1,low,high,84.6
